id	filename	md5	size
03fd562a-ed95-4b6f-93e4-c54583cb3cda	TCGA-ATAC_DataS10_WGS-ATAC_v2_Controlled.xlsx	0a0c30ec221e1d0e33558b41ab932443	918346
